OTUID,taxonomy,Kingdom,Phylum,Class,Order,Family,Genus,Species,,,,
cd9c289a86633a991524459162850a80,k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,,,,,
244f9e24f16e5af9477f4334e6f7aa66,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,,,,,
ffe15974c4bb8203e7365adf687c7aa7,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,,,,
ffbaa7be599dab496d43a12012cc5408,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__OR-59; s__,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],OR-59,,,,,
c8455967eb89a682f3ab6ca4bc46665e,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,,,,,
9a8c0fbbe31d385f2b4d6e0be7351bb5,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,,,,,
9667769570be51934de2440f483b4690,k__Bacteria,Bacteria,,,,,,,,,,
e5dffc837ce914a83cb3535e457ecccc,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,,,,,
3f907493b2e21ae60adfc66e0ff72fd8,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
c7b62c28ce3acf3c208943d763c7c5f5,k__Bacteria; p__Chloroflexi; c__; o__; f__; g__; s__,Bacteria,Chloroflexi,,,,,,,,,
f1a6ad2ba3d47c1a28ee1eb6afc7ae59,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,,,,
d98c55ef2ffa015e56d7dad2355f7ad5,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,,,,,
fa6cecdb387978dbf3cec5ad1ffed46b,k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__,Bacteria,TM7,TM7-1,,,,,,,,
ff9160e158bf9b65b4e15503f9639cf6,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,,,,,
8de6c8e8cdc454d45b6ecd3614832068,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,,,,,
3ea66815fc9b0279b35e1ce9638fe1c3,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,,,,
5aaac8b7e6e9d8083b5e96829283c7e2,k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__,Bacteria,Armatimonadetes,Chthonomonadetes,SJA-22,,,,,,,
e948299fb6e8414ecc238dd80b26d9d2,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
3ad714d9409390728c7cf8a3161c8103,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemm-1,,,,,,,,
eb11ada3b7f12ff6de49c746fcdf9d94,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,,,,
b304ad207a8a91dd7019e6c4c13d2c6a,k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__,Bacteria,Acidobacteria,iii1-8,DS-18,,,,,,,
40580a99f07ba004cb9a4dd61c3bd76c,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Dactylosporangium; s__,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Dactylosporangium,,,,,
538d46e9fd1ca26aa7178a0ffa611b63,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
47729c69ea8e8084b7bc67923c0778a6,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,,,,
61b7611a917def7849756611216ca1d0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
d2cb3fca4a723a0adfda3659f816dbf6,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,,,,
a99f5cabb5f34f602c3017564b5140e6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,,,,
2fe975fee95e6157e8693743fcdfec7c,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,,,,
eed2bcecd1b2c193332eb2d28c41ac3c,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,,,,,
5d691943c2a855df4c4565f03eca13c9,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,,,,
10bb25494d94a6711e71f04122a4994f,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,,,,
1941e2f3b66ca1723ff488fb225f1625,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
bf44ea1f3382bffcab9a69defb224617,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
626fddd10edf6027b18c367be1397ed4,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__,Bacteria,Acidobacteria,[Chloracidobacteria],,,,,,,,
1a6c72e469614828d12c0f0fe61314fa,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,,,,,
a90d38a989c4d2151053fb89bfd85432,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,,,,,
2e20be1f8ecb12dc87bb00391b5813ab,k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__,Bacteria,Acidobacteria,iii1-8,DS-18,,,,,,,
01c20051990471f7704ef020ca837d93,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,,,,
9afa190e037cf1c500191223c9828696,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
cc39fdf3043ac461ecd55e167872c707,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,,,,,
2fd68be53ddd05685173b4e165491366,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,,,,
96655d39af9bb9c206f12ce6d30765b3,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,,,,,
cf2ea2d4127f8eba81bc23e99ca43a62,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,,,,
babcea56ab0619796b5c46c3753158a3,k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__,Bacteria,Armatimonadetes,Chthonomonadetes,SJA-22,,,,,,,
c272bc10f2890e8efaa3b3ebe8d6e150,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas; s__oryziterrae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,oryziterrae,,,,
2ad8cf63314d66fa2252397b17f2c87e,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
426b5fded081d9ebaffa260e8a75e5b5,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,,,,
4d71f46551e25713118f63231a26fde0,k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,,,,,
1b88f8172adc98e4c1f2f8cf38ce6a88,k__Bacteria,Bacteria,,,,,,,,,,
906c2cbef427a7ff9961e8c8fb70824a,k__Bacteria; p__OP3; c__PBS-25; o__; f__; g__; s__,Bacteria,OP3,PBS-25,,,,,,,,
91fc0898be133c6a463d4026527dc6d2,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,,,,
cf660a9fc9aa5585d8fd938d5a053f7a,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Oryzihumus; s__leptocrescens,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Oryzihumus,leptocrescens,,,,
d0f27ed4098900f86f941fef1189aa33,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,,,,,
ba87b134b23c4d5ac1e7327df7454f87,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__C114; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,C114,,,,,,,
e195fe80810a1bdefb984149997da654,k__Bacteria; p__TM7; c__; o__; f__; g__; s__,Bacteria,TM7,,,,,,,,,
ac950b5c10cb58606d8f4560c217e13d,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,,,,,
2ddbe6377e696d3bfcda1c85c9b25666,k__Bacteria,Bacteria,,,,,,,,,,
82a3e38bb46aae5b2a353dfebdc8361a,k__Bacteria; p__TM7; c__TM7-3; o__I025; f__; g__; s__,Bacteria,TM7,TM7-3,I025,,,,,,,
99cc3b787efd79f8bdf144976f0f6c41,k__Bacteria; p__Chloroflexi,Bacteria,Chloroflexi,,,,,,,,,
8d534309d5332e19ff81cb98aaa4c5ad,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
e5ceb8f84f5b56ce005c56d51cd35c8c,k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__,Bacteria,Planctomycetes,BD7-11,,,,,,,,
0fbf8c000259a12e3d7ea5a45bec7006,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
04cf32f4e38523f84d51da30c9c24773,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,,,,
de7a6615f62c6c4aa94fa2c5fd3c9d6d,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,,,,,
c6f737d7933849811983e4f21b823e38,k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__; g__; s__,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],,,,,,,
a24d7b30d53c24e04203be76ad137cac,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,,,,,,
7b97ce164eb4679622465c5ccf2e72c1,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,,,,,
72bfa99853fd5f62d1b4d83c8ac438d6,k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__,Bacteria,Armatimonadetes,Chthonomonadetes,SJA-22,,,,,,,
fe8b1b9e2bb21426d243099fdcd9dccf,k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__,Bacteria,TM7,TM7-3,,,,,,,,
9f84f4f09d2e1de14be42822e2e52854,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,,,,
dfba798ccb50a5066dadd1a623bfdb82,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemm-1,,,,,,,,
6a8be5b6df83708759066939bb55ffbd,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,,,,,
d26ad2f2ef7cb9d9228a17be533eed75,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,,,,,,
b3f7f355d37cb15f3956f0643bbd72b5,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,,,,
c0d20e3bbe33a41497dcae44e39c8817,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__chiangmaiensis,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,chiangmaiensis,,,,
a96ffc18d7c6402768a617c430872e14,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,,,,,
1568c05a625bb3ddf221538e24b93a1e,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,,,,
4544ca99d5f7a752104110aeaf49f38a,k__Bacteria,Bacteria,,,,,,,,,,
3b173b02436173bd40d2664e3bebd21a,k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__; g__; s__,Bacteria,Chloroflexi,TK10,B07_WMSP1,,,,,,,
e129fd3c12605a10b1ec7111c6cbe012,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,,,,,,,
1a325338f9ca08ab51aef7fdacc178b3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
3e278cd95b34713db32adeec935cc41b,k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,,,,,
412b88a7f3ce954e56425cb47f2f01c7,k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__Dolo_23; g__; s__,Bacteria,Chloroflexi,TK10,AKYG885,Dolo_23,,,,,,
4e0134cbd6c8b0d4ab0ad303a6a3f4d6,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__obscuriglobus,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,obscuriglobus,,,,
1b796113bf64335d7072d529fb7dceb9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Actinoplanes; s__deccanensis,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,deccanensis,,,,
a18da0d79ccdea695795185842bc8aa1,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,,,,
8ff89cae37c135d57d9b6106e836f5f7,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,,,,,,
43beab72da76fb189c2c98eb5a2cfd9c,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
80cd90caf30bfeb5d870d09a2187523b,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,,,,
7734d387b0be5bcc83d214d64c14d8a7,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
65147f8553b766c1f8a018ed6bca7b33,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Micromonospora,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,,,,,
4a9b90e14a893377c945074f4adceab2,k__Bacteria; p__AD3; c__ABS-6; o__; f__; g__; s__,Bacteria,AD3,ABS-6,,,,,,,,
d6d22adc2f2f7c2756aff4ff45a74203,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,,,,,
44ddb929efa4f9b0b34569b404536101,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,,,,,,,
119118076ea56227f0c15039fe579a86,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,,,,
b778e74814f2450aa625853c1b0d65be,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
fce59055d5c89a4dbc74bc822835f0ed,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
0ebf63d14a7b5857f64edc009a93652b,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,,,,
7cae69feaf877a07b240056b9d4f0fc2,k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,,,,,
5566abbd350a9d4c6c334b29701965b0,k__Bacteria; p__TM7; c__TM7-3; o__I025; f__; g__; s__,Bacteria,TM7,TM7-3,I025,,,,,,,
40e23e140572d61eddea4f05c8a77810,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemm-1,,,,,,,,
5c294cef67d5462aa9a24206587952e8,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,,,,,
18ecb0f39e914fb210861f3ec740b5e3,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,
7b0e0f4b9df3d012da5d00556bda388f,k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__,Bacteria,Armatimonadetes,Chthonomonadetes,SJA-22,,,,,,,
4ba5ec622b1fef8e47d0520976387152,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,,,,,
a026ab78c45074b91e6988a5ff0994c9,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,,,
a8496b2ca53fb2984ab1c5297ef335e8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,,,,,
616febc5bccbe0da457e30a586cb5a66,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Kribbella; s__,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,,,,,
23b7550c834df9e0e75d6d5721ae83a7,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,,,,,
0c8935f9788c20e28b2f5e31db6f6e04,k__Bacteria,Bacteria,,,,,,,,,,
def3dbc41787a3e15c36ee8b8ba1d639,k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__; g__; s__,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],,,,,,,
7c60af864f82d797455125151361e6d4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
b47ccee9d214d7817b99039ef60fb712,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,,,,,
f438c0d9094520b4020ff74a65f3e2ff,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus,Koribacter,s__,,,
5d6e2dd477ca5af5ca754b692779d1c3,k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,,,,,
6c0c141aad8fff7ec2bc3ae113c77244,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,,,,,
727625e46545d0934ff8823ba7889d52,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
e5861defc9fb2c841c39fc37ab88b09b,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,,,,,
044b0145b981380dd831c93f558d9a24,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,,,,,
e3c2b0f07a2564a566b04eda1873efc4,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__,Bacteria,Cyanobacteria,ML635J-21,,,,,,,,
