OTUID,taxonomy,Kingdom,Phylum,Class,Order,Family,Genus,Species,,,,
b191964646fefd310a740ee62c50f109,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,,,,,
2c7894839708e9f9e51943fd9c42835c,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,,,,,
a4043dd08eab766836fca01d48f5442c,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,,,,,
e008e56479fbdd185884b62d0abfc343,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,,,,,
49708313228a7c3f080c096cf0be3bf2,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,,,,,
86877a010bbc89432857e70da3697c27,k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__,Bacteria,Actinobacteria,MB-A2-108,,,,,,,,
440e40802acb8a60e512bf3992dc8144,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,,,,,,
dcf13ca4003e1f6907627c6f7fdd4c3e,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,,,,
6e538a68f71947836c8df1dc932585ed,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__; s__,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,,,,,
8c005defa1efbd762d81e3524b51bd1c,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Candidatus Glomeribacter; s__,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Candidatus,Glomeribacter,s__,,,
58111e98b295b70f56ee23709f9a8876,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,,,,,
74204aef2510ecd05c9093e5b56d19d4,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,,,,,
528039aa65bcd924193890bfe400f953,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__; g__; s__,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,,,,,,,
21853bee8b924854239b492b1c54a36a,k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__,Bacteria,TM7,SC3,,,,,,,,
7d43997c5e7f6a4b7650341aeff7bde6,k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__,Bacteria,Acidobacteria,iii1-8,DS-18,,,,,,,
a8ff3abc941ae5d6c60580d4f4517ee3,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,,,,
b4fc237fc5e7aeb485cbe49f31c29908,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,,,,
14a0b725262376fb2684ccb9b92c3523,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,,,,,
837dc4d4b36528c67469ccf0adf2c960,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,,,,
91117d01e4cdc167faa9a0223ba31600,k__Bacteria; p__FCPU426; c__; o__; f__; g__; s__,Bacteria,FCPU426,,,,,,,,,
98c51495d53d9638f289e3db6b015b81,k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__,Bacteria,Chloroflexi,C0119,,,,,,,,
a8c47d84929194d985f3f84001aca594,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,,,,,
8c017b6a10fb77f27c501a093e581b0d,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,,,,,
83f2ef5dea1f47b55bb9c6787a21f83a,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__,Bacteria,Cyanobacteria,ML635J-21,,,,,,,,
7ef074aa12c777182726a1266cfdccea,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
013626f9d37d8927cd7b47b6d106bfe2,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,,,,,
374b32fd54714281c015dfae4ee4a970,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,,,,,
edec4de9a82112b23fceece578ca89e6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,,,,,,
fbe8e92d92b7edcf53cb048d67ea77f2,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,,,,,
5b4585a5838ccc91746ba6d8eeb3181d,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,,,,
95944affe3f9eaab8a380e1159fe90c3,k__Bacteria; p__Armatimonadetes; c__OPB50; o__; f__; g__; s__,Bacteria,Armatimonadetes,OPB50,,,,,,,,
b479f0897af816bdb5ef837f6b5105fd,k__Bacteria; p__BHI80-139; c__; o__; f__; g__; s__,Bacteria,BHI80-139,,,,,,,,,
546e870b00470e696744b60847440707,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,,,,,
985b8c907083cf9f3bb4d7041bf33449,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__Plesiocystis; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,,,,,
c2be9e55f38ee76b48b4d6482f02e3f2,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,,,,,
83f56eaae3c9465692aa16ef128a9518,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,,,,,,
2ca5d24612f1bfdc71525bb42aeb0350,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,,,,,
5e41e376dd77534402395e5e206bfcde,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Rugosimonospora; s__acidiphila,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Rugosimonospora,acidiphila,,,,
d7d9f1b646de702670db4a7eddb7c2d0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,
990e2be4ebf59804e24f90d85a98691b,k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__,Bacteria,TM7,TM7-1,,,,,,,,
d421bfd51623a472ee6aab65f6b171b3,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,,,,
29fed5df516c8cc02c8cd7a17704d5a2,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,,,,,
df7f3ba64a0f56121351465a8c2f7925,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__tuberum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,tuberum,,,,
b5b07cbeb13faed547a4099c454d62e3,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,
f470045df7146eff51e29c32eed6f262,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__indica,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,indica,,,,
c418111a271ad1e51aa51ac67c0ae936,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Chthoniobacter; s__,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Chthoniobacter,,,,,
a12f8b8b7712569896cb50399e9c23cb,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemm-1,,,,,,,,
ac6290347a13d8b1616c70468422c776,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,,,,
6c77e60ac21810e9724d9056b612c2a1,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
a1735fdeafdfdd30c51f210425a6cc07,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus,Solibacter,s__,,,
189cbc89b3598477f62bc270269b0546,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Catellatospora; s__,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catellatospora,,,,,
d4ad4627c51e4f9104515967a121cd4c,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,,,,,
08fd84af7aba178ed9e6c25c203bdf8b,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
d9f9df5428c238b37fbec57d7bde3cfe,k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__; g__; s__,Bacteria,Chloroflexi,TK10,B07_WMSP1,,,,,,,
b06901c50dfeb59d7056588432493428,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,,,,
0ae991e70e35d802598cc2e35e5025a9,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,,,,,
24bc8199d2f99928e1ddb4315108b85f,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,,,,
b7a78caa29ff05c4197d5789215def5e,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
1dffafccc89ff170e7fa72b210e41954,k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__Dolo_23; g__; s__,Bacteria,Chloroflexi,TK10,AKYG885,Dolo_23,,,,,,
21ea53c52dd7cc0d25581c1b2145a0e4,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,,,,,
3e78a14854fa9476b5c42a7991c9f25f,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,,,,,
7f9d41b44cb0e7d3877275f0a1ab5ebd,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,,,,,
4422ce97fefdcd309da0112f1f466619,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,,,,
2efc33dc7c06df531e43b1e3a2182094,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,,,,,
4753fc5c7fde5c7eb892ff35aa1229b2,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,,,,,
1509714ee2d9f1c1106d0d11962a6027,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,,,,,
4eaeb74e99c0768597481e9c775127aa,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,,,,,
2f4007c6d11c7da3098363f1010a0185,k__Bacteria; p__AD3; c__ABS-6; o__; f__; g__; s__,Bacteria,AD3,ABS-6,,,,,,,,
9cbb9e1614b201d87ece29f9edadae8b,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,,,,,
e7962b1b087d7640f83035fe59756d2c,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella; s__ansorpii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,ansorpii,,,,
3b1b729cb3f58fd2ee5063d684815329,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,,,,
2ae9949bbdf0723fb8cb87e7e47b1eca,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
aec0af872b7a3fc7b1e034b3a661dd84,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,,,,,
9c28cde1b2a18f2873a22993f78bc945,k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__,Bacteria,Armatimonadetes,0319-6E2,,,,,,,,
2bbd7439bc38ba55b22f21e53320e0df,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,,,,,
5d805c8ab43573341a937b4c7d886579,k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__,Bacteria,TM7,TM7-1,,,,,,,,
931b5e6f04cb26bda4b7979d316b4b89,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,,,,
e789821f008d0220f0548441898ffc8e,k__Bacteria; p__Bacteroidetes,Bacteria,Bacteroidetes,,,,,,,,,
a7dc723d57d3e4648bd3c4346c8360be,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,,,,
24d7cfe057a7f8d2915278669df65516,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus,Solibacter,s__,,,
754d026d9b7cd1a5fba77426f1b04b3c,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,,,,
e6ea121d67768d83740703a89f024318,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__,Bacteria,Cyanobacteria,ML635J-21,,,,,,,,
d380231280b17464cee1d4e2ac222cbd,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,,,,,,
6386f2039bc85ff113bbc085d7a1f2d0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,,,,,
38fd1f392a355a9699276b9377606cda,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,,,,,,,
a216e110b302324d1aa608d64a795930,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,
2cd9afad89f4da0ee11ffb69f85336cd,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Kribbella; s__,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,,,,,
1445eacccd62f47d90b401f89be263f8,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
523207976a173c58f6bfd1a490a6836c,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemm-1,,,,,,,,
946effae863a10a9d2157b3b8107ab93,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,,,,,
41df4eb3166be1c7961393071a4023cb,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,,,,
4acc10be55a143b68667581eaf5ab484,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,,,,,
c62cfe2b5b88f2360b54109811bd0b14,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,,,,,
f02b250cf090e64e9fb1e6f087900e0f,k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__,Bacteria,Acidobacteria,iii1-8,DS-18,,,,,,,
500a65d5e6d51bd26f9aa2c6500b1fe4,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,,,,
3e438bb09b206620adc0cac63c3381ec,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Blastococcus; s__saxobsidens,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus,saxobsidens,,,,
e41d9dac16e624225388b9d594e9f629,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,,,,,
b74bd94300864e2b3dc8139773746e64,k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__,Archaea,Crenarchaeota,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Candidatus,Nitrososphaera,s__,,,
e5e91a6ecd72087f9b662831a9f0aec0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,,,,,
faf07221dd945cd93b6f698226ec1b7f,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__,Bacteria,Chloroflexi,Ellin6529,,,,,,,,
5dd4fe7a88fbab0e01e586b03306f6b1,k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],,,,,,
4c4e1d9702c41e0634f455af510f12ea,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
5f7ccd8920e9b11769001102f920acff,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,,,,,
7cb5d780ab440a7160d87198cb969625,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__azotifigens,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,azotifigens,,,,
3f1b4d7ca9ef6608ace86f3838a7d23f,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__; s__,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,,,,,
0e6c85a753fdb8e4e0ccb6b0f0d7d282,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__celatum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,celatum,,,,
0887fb74f6aa06dc4417950ead703d29,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
7735553b98b577b95c2b3b662226fc79,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,,,,
ac34a0069031808a7d99e30699da23a3,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,,,,
a99be79533088d8d51510e86332d9684,k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__,Bacteria,TM7,TM7-3,,,,,,,,
f92ba5f262717a3f8cdd9603329b8216,k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__,Bacteria,TM7,SC3,,,,,,,,
35a5f68575bce8f2915d01d85ea60922,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Reyranella; s__massiliensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Reyranella,massiliensis,,,,
4a48775c65630567d77fe3782f2c36c4,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__,Bacteria,Chloroflexi,Ellin6529,,,,,,,,
daee4b8cf594f57cf64fc33c562e34f2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
84313fe2a72f544ac5e03e8fa2d1049a,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,,,,
c7b18379a378360d72fb615ada23f405,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,,,,
58eab52093066631ae3f2c4ac45a5d06,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,,,,
b39c5459dd00e02915dd7c9b0f45c20d,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
bf2347ea6184cdecc7c7442bab3075a7,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,,,
