"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"b12f7d03392954210ea6db27fc7997cb",27.7013448474386,-5.06768414166614,0.569686821932767,-8.89556146739202,5.81246746618704e-19,2.40248655269064e-17,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_phoenicicola"
"07d9d36ba54eba687f614564c7a98f6d",16.2322589749054,1.79917795733513,0.702569944719233,2.56085244018535,0.0104415694800065,0.0261566588994102,"k__Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae",NA,NA
"7692f361e65b08eb1938defed163b8c7",8.08965679530777,-2.10859682373238,0.74120143871257,-2.84483638806059,0.00444342401880483,0.0128135948449256,"k__Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"2bc7f423130dee7cea6cd125eba358b5",4.25890370277725,1.66048315592935,0.672010324727808,2.47091911363402,0.0134766297144654,0.031830515897023,"k__Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis","Neopestalotiopsis_musae"
"a79bad8681302f7822941b83d4af51c6",4.86534436421244,-1.87577243955323,0.716846923497632,-2.61669873729942,0.00887846631145726,0.0226995839715608,"k__Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Subulicystidium",NA
"a1722994009ac7e5fe595722f5560c0c",18.4204705381325,5.18347778939134,0.825817513880253,6.27678355359144,3.45648730453609e-10,4.28604425762475e-09,"k__Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"72f895cb0fd6bcbddd22e20450bd6031",10.6536683524944,-2.3134359187085,0.608334278501487,-3.8029024509472,0.000143010678499884,0.000633333004785198,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"c85816ce0967b0ccbc35749abaebe43f",11.8550370483682,-2.32485293308968,0.824449012044804,-2.81988685670636,0.00480405849222201,0.0136943276559892,"k__Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Papulosaceae","Wongia","Wongia_sp"
"9b085437a9e49563fce4034f7816670f",18.7507674960817,3.60567388607682,0.770522601212755,4.67951735666379,2.87551017305843e-06,1.82852954594484e-05,"k__Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neocosmospora","Neocosmospora_rubicola"
"7b9578feb812f8db4ac22cf3aa19a364",38.9894271771387,2.63124714345059,0.723158985488722,3.63854587476687,0.000274181792794737,0.00117236352781198,"k__Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"9878305d91a3d6b1321e801097bea175",8.72319190219856,2.37249892074674,0.711099713313787,3.33638008330883,0.000848770364328779,0.00318931894475056,"k__Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys_sp"
